Job,Date,Cost,Vendor,Description,
Almar,1/19/2017,$17.75,Blueprint Express ,"bond, bond photocopy ",
Almar,1/19/2017,$8.87,Blueprint Express ,"bond, bond photocopy ",
Whispering Pines,1/20/2017,$8.87,Blueprint Express,"bond, bond photocopy ",
Almar,1/20/2017,$30.05,Home Depot,"outlet, wall plate",
aloha,1/23/2017,$323.61,Scotts Valley Sprinkler & Pipe Supply ,"flow pipe, coupler",
aloha,1/23/2017,$65.18,San Lorenzo Lumber,"wood handle, wheel barrow tube",
aloha,1/24/2017,$19.44,Ewin Irrigation,flexdrain elbow and end cap,
aloha,1/24/2017,$9.64,Ewin Irrigation,"drain coupling, flexdrain snap adaptor",
aloha,1/24/2017,$52.53,San Lorenzo Lumber,"shovel, coupling, gloves",
aloha,1/24/2017,$194.37,San Lorenzo Lumber,pipe,
aloha,1/24/2017,$420.01,Aptos Landscape Supply,crushed granite,
Whispering Pines,1/30/2017,$104.05,San Lorenzo Lumber,"post base, concrete mix",
Almar,1/30/2017,$12.79,Blueprint Express ,"bond, bond photocopy ",
Whispering Pines,1/31/2017,$10.30,Big Creek Lumber,cap for XD,
Whispering Pines,1/31/2017,-$17.57,San Lorenzo Lumber,return,
Whispering Pines,2/1/2017,-$132.21,San Lorenzo Lumber,return,
Whispering Pines,2/1/2017,$257.57,San Lorenzo Lumber,"4x4, 2x12 lumber",
Almar,2/4/2017,$21.75,Buena Vista Landfill,dump,
Almar,2/8/2017,$87.00,A Tool Shed,"chisel, demolition, point moil",
Almar,2/8/2017,$34.20,Buena Vista Landfill,dump,
Whispering Pines,2/9/2017,-$132.21,San Lorenzo Lumber,return,
Whispering Pines,2/10/2017,$149.32,San Lorenzo Lumber,4x4 lumber,
Almar,2/13/2017,$130.95,San Lorenzo Lumber ,"lumber, flashing",
Almar,2/14/2017,$93.05,San Lorenzo Lumber ,concrete mix,
Almar,2/14/2017,$36.66,San Lorenzo Lumber ,"diamond blade, construction line, chalk",
Almar,2/15/2017,$170.27,San Lorenzo Lumber ,"hanger, spacer, fastener, lumber",
Almar,2/15/2017,$38.95,San Lorenzo Lumber ,concrete mix,
Almar,2/15/2017,$46.74,San Lorenzo Lumber ,concrete mix,
Almar,2/16/2017,-$72.30,San Lorenzo Lumber ,return,
Whispering Pines,2/21/2017,$6.38,Blueprint Express,bonds,
Almar,2/21/2017,$22.45,San Lorenzo Lumber ,post cap,
Almar,2/21/2017,$725.06,San Lorenzo Lumber ,"6x6, 2x8 lumber",
Almar,2/21/2017,$83.47,A Tool Shed,"demolition hammer, chisel, point",
Almar,2/21/2017,"$1,069.92",San Lorenzo Lumber ,"2x8, 6x12 lumber",
Almar,2/21/2017,$220.71,San Lorenzo Lumber ,"adjustable base, wall spacer, bean cap",
Whispering Pines,2/22/2017,"$1,700.00",Earth Works and Paving,"loader, soil ",
Almar,2/22/2017,$171.01,San Lorenzo Lumber ,"deck tie, framing hog, c.bags, small misc",
Almar,2/23/2017,"$1,796.76",Big Creek,"2x6, 4x4 lumber",
Almar,2/24/2017,$49.56,San Lorenzo Lumber ,"hurricane tie, flood barrier",
Almar,2/24/2017,$96.93,San Lorenzo Lumber ,concrete mix,
Almar,2/25/2017,$490.00,Andrew Radovan Civil Engineering,"site visit, clacs, letter for deck changes",
Almar,2/27/2017,$106.89,Big Creek,exterior screw star,
Almar,2/27/2017,$242.25,Big Creek,lumber,
Almar,2/28/2017,$296.17,Big Creek,"lumber, concrete",
Almar,3/1/2017,$390.90,Big Creek,"lumber, joinst hanger",
Almar,3/3/2017,-$212.56,Big Creek,return,
Almar,3/3/2017,"$1,503.98",Big Creek,lumber,
Almar,3/3/2017,$24.68,San Lorenzo Lumber ,"drainage cloth, staple bag",
Almar,3/8/2017,$76.43,San Lorenzo Lumber ,lumber,
Almar,3/9/2017,$598.53,Big Creek,lumber,
Almar,3/10/2017,$127.36,Big Creek,lumber,
Almar,3/13/2017,$47.35,Big Creek,lumber,
Almar,3/15/2017,$240.18,Big Creek,lumber,
Almar,3/24/2017,-$75.84,Big Creek,return,
Almar,3/24/2017,$5.82,Big Creek,bracket,
Almar,3/25/2017,$22.32,Big Creek,lumber,
Almar,3/25/2017,$230.66,Big Creek,lumber,
Almar,3/27/2017,$109.93,Big Creek,"handrail, bracket oil",
Whispering Pines,3/28/2017,$532.42,Big Creek Lumber,"lumber, sonotube",
Whispering Pines,3/29/2017,$45.92,San Lorenzo Lumber,"rebar, concrete mix",
Whispering Pines,3/30/2017,$161.63,San Lorenzo Lumber,lumber  ,
Whispering Pines,3/30/2017,$120.67,San Lorenzo Lumber,lumber  ,
Whispering Pines,3/30/2017,$51.50,San Lorenzo Lumber,post base  ,
Whispering Pines,3/30/2017,$230.96,San Lorenzo Lumber,"post cap, base, plastic standoff",
Whispering Pines,3/30/2017,$300.00,JMR Concrete Pumping,set up,
Whispering Pines,3/30/2017,$721.70,Graniterock,"concrete, short load, environmental fee",
Whispering Pines,3/30/2017,$346.84,San Lorenzo Lumber,lumber,
Whispering Pines,3/31/2017,$752.10,San Lorenzo Lumber,lumber  ,
Whispering Pines,3/31/2017,$61.62,San Lorenzo Lumber,"joist hanger, driver screw",
Whispering Pines,3/31/2017,$142.12,San Lorenzo Lumber,"hanger, wall spacer, post cap, fastener",
Whispering Pines,3/31/2017,$56.39,San Lorenzo Lumber,"joist hanger, plastic standoff",
Whispering Pines,4/4/2017,-$119.28,San Lorenzo Lumber,return,
Almar,4/4/2017,$103.10,San Lorenzo Lumber ,facia,
Almar,4/4/2017,$147.69,San Lorenzo Lumber ,"shims, pro gun, tool cleaner, sealant, other misc",
Almar,4/4/2017,$105.10,San Lorenzo Lumber ,"lumber, facia",
Almar,4/5/2017,$13.53,San Lorenzo Lumber ,flat screen,
Whispering Pines,4/6/2017,$12.74,Scarborough Lumber,"screws, bit",
Whispering Pines,4/6/2017,$261.49,Scarborough Lumber,autumn,
Almar,4/6/2017,$189.51,Home Depot,"GFCI, button GFCI, other misc",
Almar,4/6/2017,$68.25,A Tool Shed,"demolition hammer, chisel, point",
hall,4/6/2017,$29.05,City of SC landfill,dump,
Almar,4/7/2017,$31.01,San Lorenzo Lumber ,pvc conduit,
Almar,4/7/2017,$19.19,San Lorenzo Lumber ,"conduit fitting, pvc cement",
hall,4/7/2017,$17.10,City of SC landfill,dump,
hall,4/7/2017,$17.10,City of SC landfill,dump,
hall,4/10/2017,$401.20,City of SC   ,water service ,
Almar,4/11/2017,$34.83,San Lorenzo Lumber ,"bead fillet, pin nails, pliers",
Almar,4/11/2017,$176.30,San Lorenzo Lumber ,"pipe, cement, coupler, elbow, valve, other misc",
hall,4/18/2017,$137.11,Home Depot,"poly sheet, constractor bags",
souza,4/18/2017,$51.05,San Lorenzo Lumber,2x4 lumber,
souza,4/18/2017,$310.78,San Lorenzo Lumber,lumber,
Whispering Pines,4/19/2017,$87.19,Westside Farm & Feed,panels,
hall,4/19/2017,$32.54,Ace Hardware,respirator,
hall,4/20/2017,$109.70,Home Depot,poly sheet  ,
hall,4/20/2017,$19.65,City of SC landfill,dump,
hall,4/20/2017,$125.20,City of SC landfill,dump,
Whispering Pines,4/21/2017,$297.11,Big Creek Lumber,"lumber, nails, hex screw, tension tie",
souza,4/21/2017,$326.56,San Lorenzo Lumber,"stakes, ties, spacers, tie wire, knife",
Whispering Pines,4/24/2017,$50.23,San Lorenzo Lumber,lumber  ,
hall,4/25/2017,$65.30,City of SC landfill,dump,
hall,4/25/2017,"$6,800.00",JC Heating & Aircon,proposal,
souza,4/26/2017,$354.14,San Lorenzo Lumber,lumber,
souza,4/28/2017,$193.28,Big Creek,lumber,
hall,4/30/2017,$599.63,Santa Cruz Utilities,"refuse, tax",
Whispering Pines,5/1/2017,$304.31,Big Creek Lumber,"lumber, cap",
Whispering Pines,5/1/2017,$32.24,Scarborough Lumber,"epoxy, shop towels",
Almar,5/1/2017,$174.38,Westside Farm & Feed,panels,
souza,5/1/2017,$202.74,San Lorenzo Lumber,"anchor bolt, anchoromate, bolt, thread washer",
hall,5/2/2017,$13.86,Blueprint Express,"bond, bond photocopy",
hall,5/2/2017,$295.00,Planet Orange,goods of service,
souza,5/2/2017,$168.92,San Lorenzo Lumber,stakes,
souza,5/3/2017,$209.24,San Lorenzo Lumber,same as above? Different doc # and date,
hall,5/4/2017,$112.05,City of SC landfill,dump,
souza,5/4/2017,$209.24,San Lorenzo Lumber,"bolt, template, spacer tie",
Almar,5/5/2017,$56.65,Home Depot,"cement, jaw strip, valve, other misc",
hall,5/5/2017,$189.66,San Lorenzo Lumber,lumber,
hall,5/5/2017,$17.57,San Lorenzo Lumber,joist hanger,
hall,5/5/2017,$28.83,San Lorenzo Lumber,"drive screw, gloves, hanger",
hall,5/5/2017,$176.05,San Lorenzo Lumber,lumber,
hall,5/5/2017,$217.41,Lowes,patio item,
hall,5/6/2017,-$17.57,San Lorenzo Lumber,return,
hall,5/7/2017,$199.00,Lowes,patio door,
hall,5/7/2017,$199.00,Lowes,patio door,
hall,5/7/2017,$199.00,Lowes,patio door,
hall,5/8/2017,$22.77,San Lorenzo Lumber,lumber,
hall,5/8/2017,$53.55,City of Santa Cruz,dump,
souza,5/8/2017,$238.40,Big Creek,"shear hanger, joist hanger nail",
Whispering Pines,5/9/2017,-$924.20,Big Creek Lumber,return,
Whispering Pines,5/9/2017,$58.37,Big Creek Lumber,lumber,
hall,5/9/2017,$952.63,San Lorenzo Lumber,,
souza,5/9/2017,$528.86,San Lorenzo Lumber,"lumber, abs pipe",
souza,5/9/2017,$394.15,San Lorenzo Lumber,"saw, multi tool, tape",
souza,5/9/2017,$136.72,San Lorenzo Lumber,"flange, abs coupling, adapter, tee, other misc",
Whispering Pines,5/10/2017,$60.00,Big Creek Lumber,lumber (part of invoice 751180 ),
hall,5/10/2017,$19.62,Blueprint Express,"bond, bond photocopy",
souza,5/10/2017,$116.75,Ben Lomond Transfer,dump,
souza,5/10/2017,$23.47,home depot,"valve, flex coupling, other misc",
souza,5/10/2017,$222.64,Big Creek,lumber (part of invoice 751180 ),
Whispering Pines,5/11/2017,$468.72,Big Creek Lumber,fascia,
hall,5/11/2017,$46.58,San Lorenzo Lumber,"sealing tape, sealant",
hall,5/11/2017,$122.47,San Lorenzo Lumber,"flashing, pan w/cap, cement",
hall,5/11/2017,$46.58,San Lorenzo Lumber,"cement, sealant",
hall,5/11/2017,"$5,040.00",Brad West Drywall,,
souza,5/11/2017,$15.02,San Lorenzo Lumber,"coupler, tee",
souza,5/11/2017,$777.00,JC Heating & Airconditioning ,"install underfloor heat runs, flexible ducting",
souza,5/12/2017,$483.62,San Lorenzo Lumber,"hanger, flange, teek, bend, coupling, other misc",
souza,5/12/2017,$29.75,Ben Lomond Transfer,dump,
hall,5/15/2017,$398.00,Lowes,patio door,
hall,5/16/2017,$54.84,San Lorenzo Lumber,lumber,
hall,5/16/2017,$54.24,San Lorenzo Lumber,drywall,
souza,5/16/2017,$970.15,home depot,"insulation, subfloor, respirator/gloves",
souza,5/16/2017,$49.15,San Lorenzo Lumber,"insulation netting, long sweep",
souza,5/16/2017,$117.50,Ben Lomond Transfer,dump,
souza,5/16/2017,"$1,338.28",Ferguson Enterprises,"propex tee, adapter, elbow, abs comb, hose, other misc",
Almar,5/17/2017,$86.67,Ace Hardware,"pipe, elbow, nipple, other misc",
hall,5/17/2017,$385.89,Ferguson,"pipe, elbow, tee, other misc",
souza,5/17/2017,$92.23,San Lorenzo Lumber,"coupling nut, threaded rod, lumber",
souza,5/18/2017,$23.50,San Lorenzo Lumber,thread rod,
Whispering Pines,5/22/2017,$117.18,Big Creek Lumber,fascia,
Almar,5/22/2017,$16.78,San Lorenzo Lumber ,"liners, LED 4pack",
souza,5/22/2017,$118.27,Ferguson Enterprises,"elbow, trap, other misc",
souza,5/22/2017,$101.50,Ben Lomond Transfer,dump,
souza,5/22/2017,$119.81,San Lorenzo Lumber,receipt needed,
hall,5/23/2017,$72.81,Home Depot,"caps, gloves",
hall,5/23/2017,$367.68,San Lorenzo Lumber,"wrap studs, lumber",
souza,5/23/2017,$367.68,San Lorenzo Lumber,"studs, lumber",
souza,5/23/2017,$594.00,San Lorenzo Lumber,special order,
souza,5/23/2017,$24.00,Ben Lomond Transfer,dump,
souza,5/23/2017,$176.93,San Lorenzo Lumber,hold down,
souza,5/24/2017,$185.83,San Lorenzo Lumber,lumber,
souza,5/24/2017,$79.61,San Lorenzo Lumber,"saw, load strip",
hall,5/25/2017,$24.35,San Lorenzo Lumber,2x6 lumber,
souza,5/26/2017,$71.55,City of Santa Cruz,dump,
souza,5/26/2017,$465.65,San Lorenzo Lumber,lumber,
souza,5/26/2017,$28.18,San Lorenzo Lumber,gloves,
hall,5/27/2017,$27.99,San Lorenzo Lumber,"joist hanger, other misc",
hall,5/27/2017,$67.07,San Lorenzo Lumber,lumber,
souza,5/28/2017,$421.40,San Lorenzo Lumber,lumber,
hall,5/29/2017,$92.65,Home Depot,"stud, lumber",
hall,5/30/2017,$23.13,San Lorenzo Lumber,lumber,
souza,5/30/2017,$432.64,San Lorenzo Lumber,lumber,
souza,5/30/2017,$65.04,San Lorenzo Lumber,"cap end, joist hanger, flange hanger",
souza,5/30/2017,$37.69,San Lorenzo Lumber,concrete mix,
souza,5/30/2017,$209.34,San Lorenzo Lumber,"anchor bolt, spacer, template",
souza,5/30/2017,"$1,172.93",San Lorenzo Lumber,stron wall,
Almar,5/31/2017,-$21.94,Ace Hardware,return,
hall,5/31/2017,$7.82,San Lorenzo Lumber,joist hanger,
hall,5/31/2017,$45.59,San Lorenzo Lumber,headlock screw,
souza,5/31/2017,$43.75,Ben Lomond Transfer,dump,
souza,5/31/2017,$291.56,San Lorenzo Lumber,"2x4 stud grade, lumber",
souza,5/31/2017,$384.87,San Lorenzo Lumber,4x9 lumber,
souza,5/31/2017,$92.34,San Lorenzo Lumber,siding,
souza,5/31/2017,$94.51,San Lorenzo Lumber,"hanger w screws, post base, beam cap",
hall,6/1/2017,$21.89,San Lorenzo Lumber,"chalk, joist hanger, marker",
hall,6/1/2017,$19.35,Cityof Santa Cruz,dump,
souza,6/1/2017,$99.31,San Lorenzo Lumber,2x4 lumber,
souza,6/1/2017,$289.40,San Lorenzo Lumber,"framing, galvanized roll common hdg",
hall,6/4/2017,"$3,616.14",San Lorenzo Lumber,doors,
Whispering Pines,6/5/2017,$857.97,Big Creek Lumber,lumber,
hall,6/5/2017,$42.15,Cityof Santa Cruz,dump,
Whispering Pines,6/7/2017,$63.68,San Lorenzo Lumber,2x4 lumber,
Whispering Pines,6/7/2017,$158.99,San Lorenzo Lumber,"screws, apron, suspenders",
souza,6/7/2017,$12.61,San Lorenzo Lumber,flashing,
souza,6/7/2017,$49.50,Ben Lomond Transfer,dump,
Whispering Pines,6/8/2017,$38.42,San Lorenzo Lumber,"hose, other misc",
hall,6/8/2017,$22.75,Home Depot,tank exchange,
hall,6/8/2017,$258.06,San Lorenzo Lumber,"heater, outlet surge, screwdriver bit",
souza,6/8/2017,$116.58,San Lorenzo Lumber,"drive screw, finish blade, frame blade, other misc",
souza,6/8/2017,$53.96,San Lorenzo Lumber,joist hanger,
souza,6/9/2017,$102.42,San Lorenzo Lumber,lumber,
souza,6/12/2017,$181.43,San Lorenzo Lumber,"truss clip, hanger, blade, chalk",
souza,6/13/2017,$380.37,San Lorenzo Lumber,sheathing,
souza,6/13/2017,$101.34,San Lorenzo Lumber,lumber,
souza,6/14/2017,$152.31,San Lorenzo Lumber,"studs, lumber",
souza,6/14/2017,$23.31,San Lorenzo Lumber,thread rod,
hall,6/15/2017,"$6,520.00",Brad West Drywall,,
souza,6/15/2017,$60.95,San Lorenzo Lumber,2x4 lumber,
hall,6/16/2017,$10.20,San Lorenzo Lumber,screw star,
hall,6/16/2017,$363.53,San Lorenzo Lumber,"colonial casing, coronado base",
hall,6/16/2017,$417.00,San Lorenzo Lumber,"coronado base, lumber",
souza,6/16/2017,$40.39,San Lorenzo Lumber,2x4 lumber,
hall,6/19/2017,$19.35,City of Santa Cruz,dump,
souza,6/19/2017,$519.01,San Lorenzo Lumber,sheathing,
Whispering Pines,6/20/2017,$13.42,Scarborough Lumber,lumber,
hall,6/20/2017,$12.55,City of Santa Cruz,dump,
souza,6/20/2017,$175.63,home depot,"bathtub, drain",
souza,6/20/2017,$111.61,San Lorenzo Lumber,lumber,
souza,6/20/2017,$132.26,San Lorenzo Lumber,blades,
souza,6/20/2017,$30.89,home depot,"headlight, respirator, small misc",
souza,6/20/2017,$33.60,home depot,"flange,abs coupler, bucket",
Whispering Pines,6/21/2017,$32.67,San Lorenzo Lumber,lumber,
hall,6/21/2017,"$2,418.00",Tri County Insulation,,
souza,6/21/2017,$483.04,San Lorenzo Lumber,door frames,
souza,6/21/2017,"$2,490.00",Guy's Gutters,estimate,
souza,6/22/2017,$81.81,San Lorenzo Lumber,"lumber, abs pipe",
souza,6/23/2017,$62.96,San Lorenzo Lumber,2x6 lumber,
souza,6/23/2017,$72.38,San Lorenzo Lumber,special order,
souza,6/27/2017,$423.03,San Lorenzo Lumber,sheathing,
souza,6/27/2017,$375.41,San Lorenzo Lumber,deck,
souza,6/27/2017,$266.86,home depot,many small misc,
souza,6/28/2017,$540.29,Ferguson Enterprises,"elbow, ring, test ball, test ball plug",
souza,6/28/2017,$171.84,Big Creek,"lumber, level",
souza,6/28/2017,$41.25,San Lorenzo Lumber,lumber,
Whispering Pines,6/29/2017,$307.48,Big Creek Lumber,lumber,
Whispering Pines,6/29/2017,$11.31,Scarborough Lumber,concrete mix,
souza,6/29/2017,$481.86,Ferguson Enterprises,"pipe, pipe clamp, cap, tee",
souza,6/29/2017,$36.16,San Lorenzo Lumber,lumber,
hall,6/30/2017,$41.12,Home Depot,"wax ring, coupler",
hall,6/30/2017,$136.24,Home Depot,"ceramic  cartridge, ice maker outlet box, small misc",
hall,7/3/2017,$45.40,San Lorenzo Lumber,pine stop,
souza,7/5/2017,$128.36,San Lorenzo Lumber,lumber,
souza,7/5/2017,$186.54,San Lorenzo Lumber,"hold down, adhesive",
souza,7/5/2017,$192.88,Scarborough Lumber,"saw, tape, auger bit, other misc",
souza,7/6/2017,$142.50,IES,led fixture,
souza,7/6/2017,$246.30,San Lorenzo Lumber,lumber,
souza,7/7/2017,$196.09,San Lorenzo Lumber,"pipe, coupling, tee, elbow, lumber",
hall,7/10/2017,$20.70,San Lorenzo Lumber,panel,
hall,7/10/2017,$102.03,San Lorenzo Lumber,floor leveler,
hall,7/10/2017,$9.10,San Lorenzo Lumber,"screw, bit",
hall,7/10/2017,$359.88,home depot,doorlock,
souza,7/10/2017,$38.00,IES,led fixture,
souza,7/10/2017,"$1,003.58",San Lorenzo Lumber,lumber,
souza,7/10/2017,$69.60,San Lorenzo Lumber,"rebar, extension, epoxy",
souza,7/10/2017,$102.87,Scarborough Lumber,"cement, thread, valve, other misc",
hall,7/11/2017,$178.04,San Lorenzo Lumber,recess light kit,
hall,7/11/2017,$19.59,San Lorenzo Lumber,"wire, joist hanger",
hall,7/11/2017,$8.74,San Lorenzo Lumber,flashing  ,
hall,7/11/2017,$445.97,IES,"plate, remote, dimmer switch",
souza,7/11/2017,$19.59,San Lorenzo Lumber,"twist wire, hanger",
souza,7/11/2017,$8.74,San Lorenzo Lumber,flashing,
souza,7/11/2017,$110.12,home depot,"wire, staple",
hall,7/12/2017,$284.04,Home Depot,"breaker, outlets",
hall,7/13/2017,$165.14,San Lorenzo Lumber,"dimmer, smoke alarm",
souza,7/13/2017,$138.69,San Lorenzo Lumber,lumber,
souza,7/13/2017,$109.55,Scarborough Lumber,"blade, post cap",
souza,7/14/2017,-$308.38,San Lorenzo Lumber,return,
souza,7/14/2017,$97.44,IES,building wire,
souza,7/14/2017,$123.91,Ace,"vinyl, wire",
souza,7/14/2017,$65.32,San Lorenzo Lumber,"tape, foam, nail stop",
souza,7/14/2017,$230.57,San Lorenzo Lumber,"lumber, sheathing",
souza,7/14/2017,$22.00,Ben Lomond Transfer,dump,
hall,7/15/2017,$572.13,San Lorenzo Lumber,lumber,
hall,7/17/2017,$68.18,Riverside Lighting,,
souza,7/17/2017,$519.00,IES,wic.romex,
souza,7/17/2017,$63.73,Scarborough Lumber,"end stop, coupling",
souza,7/17/2017,$49.04,Scarborough Lumber,electrical wire,
hall,7/18/2017,-$49.88,Home Depot,return,
hall,7/18/2017,$100.22,San Lorenzo Lumber,mdf primed 1x6,
souza,7/18/2017,$229.17,San Lorenzo Lumber,"tyvek, hammer tacker",
souza,7/18/2017,-$13.11,San Lorenzo Lumber,return,
hall,7/19/2017,$450.00,IES,fan,
hall,7/19/2017,$117.66,San Lorenzo Lumber,"recess light kit, constructin board",
hall,7/19/2017,$69.06,San Lorenzo Lumber,primed 1x4,
hall,7/19/2017,$69.06,San Lorenzo Lumber,lumber,
souza,7/19/2017,"$1,474.00",Tri-County Insulation,fiberglass batts,
souza,7/19/2017,$91.32,San Lorenzo Lumber,"sealing tape, plastic standoff",
souza,7/19/2017,$34.33,home depot,"dryer vent kit, duct",
hall,7/20/2017,$117.07,San Lorenzo Lumber,"elbow, gas vent, other misc",
hall,7/20/2017,$30.00,IES,dimmer,
hall,7/20/2017,$299.47,Home Depot,santa rosa,
hall,7/20/2017,$276.45,Home Depot,"pole sockets, bracket screws, closet rod",
hall,7/20/2017,-$23.74,San Lorenzo Lumber,return,
hall,7/20/2017,$29.93,San Lorenzo Lumber,lumber,
souza,7/20/2017,-$34.78,San Lorenzo Lumber,return,
souza,7/20/2017,$134.64,San Lorenzo Lumber,lumber,
souza,7/20/2017,"$5,205.81",San Lorenzo Lumber,styleline house package,
souza,7/20/2017,$29.93,San Lorenzo Lumber,lumber,
souza,7/21/2017,$109.36,San Lorenzo Lumber,"straight boot, exterior screw",
souza,7/21/2017,$26.56,San Lorenzo Lumber,"cement, pan with cap",
hall,7/22/2017,$45.56,San Lorenzo Lumber,shelf,
hall,7/22/2017,$50.17,San Lorenzo Lumber,proflo,
hall,7/22/2017,-$45.12,San Lorenzo Lumber,return,
hall,7/22/2017,$74.28,Ace Hardware,"tension rod, tube, liner, small misc",
hall,7/22/2017,$16.84,Home Depot,pipes  ,
souza,7/24/2017,"$1,330.91",San Lorenzo Lumber,lumber,
hall,7/25/2017,$16.11,Westside Ace Hardware,pvc pipe,
hall,7/25/2017,"$16,168.17",Floors Etc,,
souza,7/25/2017,$218.11,home depot,"angle valve, shock stop tester, tube flange, other misc",
souza,7/25/2017,$92.03,home depot,"alum duct, vent kit, duct tape",
souza,7/25/2017,"$3,650.00",Gregg Farris Counter Top,labor and materials,
hall,7/26/2017,$20.35,City of Santa Cruz,dump,
hall,7/26/2017,$160.89,Big Creek Lumber,tool repair,
souza,7/26/2017,$68.33,San Lorenzo Lumber,"flashing, flash roll",
souza,7/26/2017,$20.00,Ben Lomond Transfer,dump,
souza,7/26/2017,$166.74,San Lorenzo Lumber,"lumber, flashing",
hall,7/27/2017,$8.81,San Lorenzo Lumber,post cap tee,
souza,7/27/2017,$22.41,Scarborough Lumber,"switch, wall plate",
Whispering Pines,7/28/2017,$121.10,San Lorenzo Lumber,lumber,
hall,7/28/2017,$59.74,Home Depot,closet rod,
hall,7/28/2017,$60.05,Home Depot,"sensor, switch, headlights",
Whispering Pines,7/31/2017,$126.50,San Lorenzo Lumber,lumber,
Whispering Pines,7/31/2017,$75.73,San Lorenzo Lumber,concrete mix,
hall,7/31/2017,$228.97,San Lorenzo Lumber,"post base, joist hanger",
hall,7/31/2017,$75.73,San Lorenzo Lumber,concrete mix,
hall,7/31/2017,$23.96,Ace Hardware,"gloves, cement",
hall,7/31/2017,$600.00,west coast electrical,"trim, install outlets",
souza,7/31/2017,$972.50,JC Heating & Airconditioning ,labor and materials,
hall,8/1/2017,$151.30,San Lorenzo Lumber,"post and beam cap, fastener, wall spacer",
souza,8/1/2017,$391.13,San Lorenzo Lumber,"vent strip, sealing tape, flashing, siding, fastener",
souza,8/1/2017,$23.02,San Lorenzo Lumber,"vent, gal bags",
souza,8/1/2017,$22.00,Ben Lomond Transfer,dump,
hall,8/2/2017,$125.91,San Lorenzo Lumber,lumber,
hall,8/2/2017,$35.48,San Lorenzo Lumber,"post cap, strap tie",
hall,8/2/2017,$36.63,San Lorenzo Lumber,"vent, screw",
souza,8/2/2017,$50.20,San Lorenzo Lumber,lumber,
hall,8/4/2017,$370.84,Big Creek Lumber,"trex pebble, ground contact, exterior screw",
hall,8/4/2017,$11.37,San Lorenzo Lumber,lock,
hall,8/4/2017,$18.78,City of Santa Cruz,dump,
hall,8/4/2017,$8.43,San Lorenzo Lumber,push lock,
hall,8/4/2017,$69.98,San Lorenzo Lumber,"pipe, adapter, tee, elbow",
hall,8/4/2017,$61.81,San Lorenzo Lumber,lumber,
hall,8/7/2017,$41.98,San Lorenzo Lumber,clip,
hall,8/7/2017,$434.91,San Lorenzo Lumber,clip,
hall,8/7/2017,$272.18,San Lorenzo Lumber,lumber,
souza,8/7/2017,"$1,443.48",San Lorenzo Lumber,lumber,
hall,8/8/2017,$15.01,San Lorenzo Lumber,screw,
hall,8/8/2017,$439.67,San Lorenzo Lumber,lumber,
hall,8/8/2017,$520.80,Big Creek Lumber,pebble fascia,
hall,8/8/2017,"$1,227.94",San Lorenzo Lumber,lumber,
hall,8/8/2017,"-$1,046.82",San Lorenzo Lumber,return,
souza,8/8/2017,$170.38,San Lorenzo Lumber,"flashing, vent",
souza,8/8/2017,$34.36,Scarborough Lumber,deckwall spacer,
souza,8/8/2017,$112.36,Scarborough Lumber,"vent, paint, saw, canvas drop",
hall,8/9/2017,$28.46,San Lorenzo Lumber,"hinge, shims, anchor kit",
hall,8/9/2017,$20.35,City of Santa Cruz,dump,
souza,8/9/2017,"$1,029.62",Scarborough Lumber,"base, casing, stool, fillet",
souza,8/9/2017,$51.97,Scarborough Lumber,lumber,
souza,8/9/2017,$770.33,San Lorenzo Lumber,"edge base, casing, stool",
souza,8/9/2017,$51.97,San Lorenzo Lumber,lumber,
hall,8/10/2017,$101.25,Big Creek Lumber,"concrete, lumber",
hall,8/10/2017,$103.70,San Lorenzo Lumber,"concrete mix, llumber",
souza,8/10/2017,"$3,175.66",San Lorenzo Lumber,lumber,
hall,8/11/2017,$40.16,San Lorenzo Lumber,"base, screw, lumber",
hall,8/11/2017,$11.51,San Lorenzo Lumber,screw,
souza,8/11/2017,"$2,550.00",Brad West Drywall,labor and materials,
hall,8/14/2017,$150.67,Big Creek Lumber,lumber,
Whispering Pines,8/15/2017,$268.41,San Lorenzo Lumber,"concrete mix, lumber",
Whispering Pines,8/15/2017,$26.24,San Lorenzo Lumber,lumber,
hall,8/16/2017,$95.32,Home Depot,"joint compoud, toggle, drywall, other misc",
hall,8/16/2017,-$100.00,San Lorenzo Lumber,refund ,
hall,8/16/2017,$39.91,San Lorenzo Lumber,"boot galv, galv adj els",
hall,8/16/2017,$146.07,San Lorenzo Lumber,"wall pipe, vent, post base, other misc",
souza,8/16/2017,$98.50,San Lorenzo Lumber,"door jamb, edging",
souza,8/16/2017,$346.90,San Lorenzo Lumber,lumber,
souza,8/16/2017,$98.50,San Lorenzo Lumber,"edge, interior jamb",
hall,8/17/2017,$154.70,San Lorenzo Lumber,lumber,
souza,8/17/2017,$154.70,San Lorenzo Lumber,lumber,
souza,8/17/2017,-$45.70,San Lorenzo Lumber,return,
hall,8/21/2017,$87.97,Home Depot,"drywall, coupound, bags, other misc",
hall,8/21/2017,$4.38,San Lorenzo Lumber,lumber,
hall,8/21/2017,$500.00,Showcase Shower Door,shower enclosure,
souza,8/21/2017,"-$5,389.47",San Lorenzo Lumber,return,
souza,8/21/2017,"$4,549.98",San Lorenzo Lumber,requested receipt,
Whispering Pines,8/22/2017,$45.44,San Lorenzo Lumber,concrete mix,
